timestamp,backend_processing_time,timestamp
2019-01-01 11:30:00,15455.0,2019-01-01 11:30:00
2019-01-01 11:45:00,15056.5,2019-01-01 11:45:00
2019-01-01 12:00:00,15526.5,2019-01-01 12:00:00
2019-01-01 12:15:00,15608.333333333334,2019-01-01 12:15:00
2019-01-01 12:30:00,15491.5,2019-01-01 12:30:00
2019-01-01 12:45:00,14953.5,2019-01-01 12:45:00
2019-01-01 13:00:00,15526.0,2019-01-01 13:00:00
2019-01-01 13:15:00,15835.5,2019-01-01 13:15:00
2019-01-01 13:30:00,15382.5,2019-01-01 13:30:00
2019-01-01 13:45:00,15693.666666666666,2019-01-01 13:45:00
2019-01-01 14:00:00,15492.833333333334,2019-01-01 14:00:00
2019-01-01 14:15:00,15182.5,2019-01-01 14:15:00
2019-01-01 14:30:00,15477.5,2019-01-01 14:30:00
2019-01-01 14:45:00,15532.166666666666,2019-01-01 14:45:00
2019-01-01 15:00:00,15463.166666666666,2019-01-01 15:00:00
2019-01-01 15:15:00,15136.5,2019-01-01 15:15:00
2019-01-01 15:30:00,15239.666666666666,2019-01-01 15:30:00
2019-01-01 15:45:00,14827.166666666666,2019-01-01 15:45:00
2019-01-01 16:00:00,15659.0,2019-01-01 16:00:00
2019-01-01 16:15:00,15677.833333333334,2019-01-01 16:15:00
2019-01-01 16:30:00,15537.0,2019-01-01 16:30:00
2019-01-01 16:45:00,15690.666666666666,2019-01-01 16:45:00
2019-01-01 17:00:00,15589.0,2019-01-01 17:00:00
2019-01-01 17:15:00,15445.0,2019-01-01 17:15:00
2019-01-01 17:30:00,14916.5,2019-01-01 17:30:00
2019-01-01 17:45:00,15375.5,2019-01-01 17:45:00
2019-01-01 18:00:00,15538.833333333334,2019-01-01 18:00:00
2019-01-01 18:15:00,15369.166666666666,2019-01-01 18:15:00
2019-01-01 18:30:00,15541.166666666666,2019-01-01 18:30:00
2019-01-01 18:45:00,15214.0,2019-01-01 18:45:00
2019-01-01 19:00:00,15278.833333333334,2019-01-01 19:00:00
2019-01-01 19:15:00,15489.333333333334,2019-01-01 19:15:00
2019-01-01 19:30:00,15323.5,2019-01-01 19:30:00
2019-01-01 19:45:00,15510.833333333334,2019-01-01 19:45:00
2019-01-01 20:00:00,15636.0,2019-01-01 20:00:00
2019-01-01 20:15:00,15705.833333333334,2019-01-01 20:15:00
2019-01-01 20:30:00,15722.5,2019-01-01 20:30:00
2019-01-01 20:45:00,15235.666666666666,2019-01-01 20:45:00
2019-01-01 21:00:00,14957.333333333334,2019-01-01 21:00:00
2019-01-01 21:15:00,15624.833333333334,2019-01-01 21:15:00
2019-01-01 21:30:00,15540.0,2019-01-01 21:30:00
2019-01-01 21:45:00,15123.5,2019-01-01 21:45:00
2019-01-01 22:00:00,14931.333333333334,2019-01-01 22:00:00
2019-01-01 22:15:00,15200.5,2019-01-01 22:15:00
2019-01-01 22:30:00,15599.833333333334,2019-01-01 22:30:00
2019-01-01 22:45:00,15256.5,2019-01-01 22:45:00
2019-01-01 23:00:00,15371.5,2019-01-01 23:00:00
2019-01-01 23:15:00,15523.666666666666,2019-01-01 23:15:00
2019-01-01 23:30:00,15398.333333333334,2019-01-01 23:30:00
2019-01-01 23:45:00,15572.833333333334,2019-01-01 23:45:00
2019-01-02 00:00:00,15206.333333333334,2019-01-02 00:00:00
2019-01-02 00:15:00,14983.0,2019-01-02 00:15:00
2019-01-02 00:30:00,15764.333333333334,2019-01-02 00:30:00
2019-01-02 00:45:00,15339.5,2019-01-02 00:45:00
2019-01-02 01:00:00,15707.166666666666,2019-01-02 01:00:00
2019-01-02 01:15:00,15532.833333333334,2019-01-02 01:15:00
2019-01-02 01:30:00,15242.0,2019-01-02 01:30:00
2019-01-02 01:45:00,15000.0,2019-01-02 01:45:00
2019-01-02 02:00:00,15289.166666666666,2019-01-02 02:00:00
2019-01-02 02:15:00,15031.166666666666,2019-01-02 02:15:00
2019-01-02 02:30:00,15576.166666666666,2019-01-02 02:30:00
2019-01-02 02:45:00,15356.166666666666,2019-01-02 02:45:00
2019-01-02 03:00:00,15383.5,2019-01-02 03:00:00
2019-01-02 03:15:00,15077.166666666666,2019-01-02 03:15:00
2019-01-02 03:30:00,15335.0,2019-01-02 03:30:00
2019-01-02 03:45:00,15508.0,2019-01-02 03:45:00
2019-01-02 04:00:00,14821.166666666666,2019-01-02 04:00:00
2019-01-02 04:15:00,15420.333333333334,2019-01-02 04:15:00
2019-01-02 04:30:00,15259.166666666666,2019-01-02 04:30:00
2019-01-02 04:45:00,15383.333333333334,2019-01-02 04:45:00
2019-01-02 05:00:00,15139.166666666666,2019-01-02 05:00:00
2019-01-02 05:15:00,15259.833333333334,2019-01-02 05:15:00
2019-01-02 05:30:00,15423.0,2019-01-02 05:30:00
2019-01-02 05:45:00,15146.333333333334,2019-01-02 05:45:00
2019-01-02 06:00:00,15368.5,2019-01-02 06:00:00
2019-01-02 06:15:00,15051.833333333334,2019-01-02 06:15:00
2019-01-02 06:30:00,15116.666666666666,2019-01-02 06:30:00
2019-01-02 06:45:00,15537.5,2019-01-02 06:45:00
2019-01-02 07:00:00,14864.833333333334,2019-01-02 07:00:00
2019-01-02 07:15:00,15730.833333333334,2019-01-02 07:15:00
2019-01-02 07:30:00,15305.5,2019-01-02 07:30:00
2019-01-02 07:45:00,15479.333333333334,2019-01-02 07:45:00
2019-01-02 08:00:00,15810.333333333334,2019-01-02 08:00:00
2019-01-02 08:15:00,15330.0,2019-01-02 08:15:00
2019-01-02 08:30:00,15638.166666666666,2019-01-02 08:30:00
2019-01-02 08:45:00,15461.0,2019-01-02 08:45:00
2019-01-02 09:00:00,15442.0,2019-01-02 09:00:00
2019-01-02 09:15:00,15490.5,2019-01-02 09:15:00
2019-01-02 09:30:00,15187.666666666666,2019-01-02 09:30:00
2019-01-02 09:45:00,15627.166666666666,2019-01-02 09:45:00
2019-01-02 10:00:00,15418.5,2019-01-02 10:00:00
2019-01-02 10:15:00,15706.333333333334,2019-01-02 10:15:00
2019-01-02 10:30:00,15177.166666666666,2019-01-02 10:30:00
2019-01-02 10:45:00,15364.0,2019-01-02 10:45:00
2019-01-02 11:00:00,15607.166666666666,2019-01-02 11:00:00
2019-01-02 11:15:00,15335.833333333334,2019-01-02 11:15:00
2019-01-02 11:30:00,15458.166666666666,2019-01-02 11:30:00
2019-01-02 11:45:00,15321.333333333334,2019-01-02 11:45:00
2019-01-02 12:00:00,15217.5,2019-01-02 12:00:00
2019-01-02 12:15:00,15346.833333333334,2019-01-02 12:15:00
2019-01-02 12:30:00,15891.5,2019-01-02 12:30:00
2019-01-02 12:45:00,15549.0,2019-01-02 12:45:00
2019-01-02 13:00:00,14998.333333333334,2019-01-02 13:00:00
2019-01-02 13:15:00,15628.5,2019-01-02 13:15:00
2019-01-02 13:30:00,15499.166666666666,2019-01-02 13:30:00
2019-01-02 13:45:00,15557.666666666666,2019-01-02 13:45:00
2019-01-02 14:00:00,15786.0,2019-01-02 14:00:00
2019-01-02 14:15:00,15329.166666666666,2019-01-02 14:15:00
2019-01-02 14:30:00,15063.333333333334,2019-01-02 14:30:00
2019-01-02 14:45:00,15454.5,2019-01-02 14:45:00
2019-01-02 15:00:00,15318.166666666666,2019-01-02 15:00:00
2019-01-02 15:15:00,15146.5,2019-01-02 15:15:00
2019-01-02 15:30:00,15702.5,2019-01-02 15:30:00
2019-01-02 15:45:00,15625.5,2019-01-02 15:45:00
2019-01-02 16:00:00,15226.333333333334,2019-01-02 16:00:00
2019-01-02 16:15:00,15346.333333333334,2019-01-02 16:15:00
2019-01-02 16:30:00,15621.333333333334,2019-01-02 16:30:00
2019-01-02 16:45:00,15523.833333333334,2019-01-02 16:45:00
2019-01-02 17:00:00,15554.0,2019-01-02 17:00:00
2019-01-02 17:15:00,15356.833333333334,2019-01-02 17:15:00
2019-01-02 17:30:00,15879.666666666666,2019-01-02 17:30:00
2019-01-02 17:45:00,15362.0,2019-01-02 17:45:00
2019-01-02 18:00:00,15441.666666666666,2019-01-02 18:00:00
2019-01-02 18:15:00,15411.666666666666,2019-01-02 18:15:00
2019-01-02 18:30:00,15250.166666666666,2019-01-02 18:30:00
2019-01-02 18:45:00,15291.333333333334,2019-01-02 18:45:00
2019-01-02 19:00:00,15255.333333333334,2019-01-02 19:00:00
2019-01-02 19:15:00,15387.833333333334,2019-01-02 19:15:00
2019-01-02 19:30:00,15311.166666666666,2019-01-02 19:30:00
2019-01-02 19:45:00,15068.5,2019-01-02 19:45:00
2019-01-02 20:00:00,15645.166666666666,2019-01-02 20:00:00
2019-01-02 20:15:00,15108.833333333334,2019-01-02 20:15:00
2019-01-02 20:30:00,14972.5,2019-01-02 20:30:00
2019-01-02 20:45:00,15381.833333333334,2019-01-02 20:45:00
2019-01-02 21:00:00,15574.5,2019-01-02 21:00:00
2019-01-02 21:15:00,15549.0,2019-01-02 21:15:00
2019-01-02 21:30:00,15188.666666666666,2019-01-02 21:30:00
2019-01-02 21:45:00,15489.166666666666,2019-01-02 21:45:00
2019-01-02 22:00:00,15296.5,2019-01-02 22:00:00
2019-01-02 22:15:00,14944.833333333334,2019-01-02 22:15:00
2019-01-02 22:30:00,15642.166666666666,2019-01-02 22:30:00
2019-01-02 22:45:00,15718.166666666666,2019-01-02 22:45:00
2019-01-02 23:00:00,15434.166666666666,2019-01-02 23:00:00
2019-01-02 23:15:00,15115.833333333334,2019-01-02 23:15:00
2019-01-02 23:30:00,15761.166666666666,2019-01-02 23:30:00
2019-01-02 23:45:00,15382.0,2019-01-02 23:45:00
2019-01-03 00:00:00,15650.5,2019-01-03 00:00:00
2019-01-03 00:15:00,15522.333333333334,2019-01-03 00:15:00
2019-01-03 00:30:00,15247.333333333334,2019-01-03 00:30:00
2019-01-03 00:45:00,15408.0,2019-01-03 00:45:00
2019-01-03 01:00:00,15548.5,2019-01-03 01:00:00
2019-01-03 01:15:00,15141.333333333334,2019-01-03 01:15:00
2019-01-03 01:30:00,15369.5,2019-01-03 01:30:00
2019-01-03 01:45:00,15335.0,2019-01-03 01:45:00
2019-01-03 02:00:00,15217.5,2019-01-03 02:00:00
2019-01-03 02:15:00,15428.333333333334,2019-01-03 02:15:00
2019-01-03 02:30:00,14946.833333333334,2019-01-03 02:30:00
2019-01-03 02:45:00,15309.833333333334,2019-01-03 02:45:00
2019-01-03 03:00:00,15087.666666666666,2019-01-03 03:00:00
2019-01-03 03:15:00,15165.166666666666,2019-01-03 03:15:00
2019-01-03 03:30:00,15558.333333333334,2019-01-03 03:30:00
2019-01-03 03:45:00,15584.333333333334,2019-01-03 03:45:00
2019-01-03 04:00:00,14873.166666666666,2019-01-03 04:00:00
2019-01-03 04:15:00,15459.833333333334,2019-01-03 04:15:00
2019-01-03 04:30:00,15110.166666666666,2019-01-03 04:30:00
2019-01-03 04:45:00,15164.833333333334,2019-01-03 04:45:00
2019-01-03 05:00:00,15548.166666666666,2019-01-03 05:00:00
2019-01-03 05:15:00,15286.0,2019-01-03 05:15:00
2019-01-03 05:30:00,15357.5,2019-01-03 05:30:00
2019-01-03 05:45:00,15483.833333333334,2019-01-03 05:45:00
2019-01-03 06:00:00,15278.0,2019-01-03 06:00:00
2019-01-03 06:15:00,15215.166666666666,2019-01-03 06:15:00
2019-01-03 06:30:00,15859.333333333334,2019-01-03 06:30:00
2019-01-03 06:45:00,15079.333333333334,2019-01-03 06:45:00
2019-01-03 07:00:00,15658.666666666666,2019-01-03 07:00:00
2019-01-03 07:15:00,15290.666666666666,2019-01-03 07:15:00
2019-01-03 07:30:00,15012.0,2019-01-03 07:30:00
2019-01-03 07:45:00,15075.0,2019-01-03 07:45:00
2019-01-03 08:00:00,15646.333333333334,2019-01-03 08:00:00
2019-01-03 08:15:00,15365.666666666666,2019-01-03 08:15:00
2019-01-03 08:30:00,15346.5,2019-01-03 08:30:00
2019-01-03 08:45:00,15075.5,2019-01-03 08:45:00
2019-01-03 09:00:00,15456.0,2019-01-03 09:00:00
2019-01-03 09:15:00,15269.833333333334,2019-01-03 09:15:00
2019-01-03 09:30:00,15202.333333333334,2019-01-03 09:30:00
2019-01-03 09:45:00,15575.166666666666,2019-01-03 09:45:00
2019-01-03 10:00:00,15490.333333333334,2019-01-03 10:00:00
2019-01-03 10:15:00,15156.833333333334,2019-01-03 10:15:00
2019-01-03 10:30:00,15722.666666666666,2019-01-03 10:30:00
2019-01-03 10:45:00,15463.333333333334,2019-01-03 10:45:00
2019-01-03 11:00:00,15011.5,2019-01-03 11:00:00
2019-01-03 11:15:00,15719.833333333334,2019-01-03 11:15:00
2019-01-03 11:30:00,15430.833333333334,2019-01-03 11:30:00
2019-01-03 11:45:00,14937.5,2019-01-03 11:45:00
2019-01-03 12:00:00,15741.0,2019-01-03 12:00:00
2019-01-03 12:15:00,15103.333333333334,2019-01-03 12:15:00
2019-01-03 12:30:00,15171.333333333334,2019-01-03 12:30:00
2019-01-03 12:45:00,15277.666666666666,2019-01-03 12:45:00
2019-01-03 13:00:00,15529.833333333334,2019-01-03 13:00:00
2019-01-03 13:15:00,15084.333333333334,2019-01-03 13:15:00
2019-01-03 13:30:00,14840.5,2019-01-03 13:30:00
2019-01-03 13:45:00,15002.333333333334,2019-01-03 13:45:00
2019-01-03 14:00:00,15249.833333333334,2019-01-03 14:00:00
2019-01-03 14:15:00,15055.166666666666,2019-01-03 14:15:00
2019-01-03 14:30:00,15373.333333333334,2019-01-03 14:30:00
2019-01-03 14:45:00,15396.333333333334,2019-01-03 14:45:00
2019-01-03 15:00:00,15669.166666666666,2019-01-03 15:00:00
2019-01-03 15:15:00,15293.333333333334,2019-01-03 15:15:00
2019-01-03 15:30:00,15602.5,2019-01-03 15:30:00
2019-01-03 15:45:00,15295.833333333334,2019-01-03 15:45:00
2019-01-03 16:00:00,15651.833333333334,2019-01-03 16:00:00
2019-01-03 16:15:00,15341.166666666666,2019-01-03 16:15:00
2019-01-03 16:30:00,15659.5,2019-01-03 16:30:00
2019-01-03 16:45:00,15876.333333333334,2019-01-03 16:45:00
2019-01-03 17:00:00,15652.5,2019-01-03 17:00:00
2019-01-03 17:15:00,15016.333333333334,2019-01-03 17:15:00
2019-01-03 17:30:00,15277.666666666666,2019-01-03 17:30:00
2019-01-03 17:45:00,15544.5,2019-01-03 17:45:00
2019-01-03 18:00:00,15818.166666666666,2019-01-03 18:00:00
2019-01-03 18:15:00,15087.666666666666,2019-01-03 18:15:00
2019-01-03 18:30:00,15441.833333333334,2019-01-03 18:30:00
2019-01-03 18:45:00,15523.0,2019-01-03 18:45:00
2019-01-03 19:00:00,15133.833333333334,2019-01-03 19:00:00
2019-01-03 19:15:00,15689.5,2019-01-03 19:15:00
2019-01-03 19:30:00,15439.666666666666,2019-01-03 19:30:00
2019-01-03 19:45:00,15395.833333333334,2019-01-03 19:45:00
2019-01-03 20:00:00,15739.333333333334,2019-01-03 20:00:00
2019-01-03 20:15:00,15674.5,2019-01-03 20:15:00
2019-01-03 20:30:00,15442.5,2019-01-03 20:30:00
2019-01-03 20:45:00,14848.0,2019-01-03 20:45:00
2019-01-03 21:00:00,15293.0,2019-01-03 21:00:00
2019-01-03 21:15:00,15345.333333333334,2019-01-03 21:15:00
2019-01-03 21:30:00,15534.333333333334,2019-01-03 21:30:00
2019-01-03 21:45:00,15177.166666666666,2019-01-03 21:45:00
2019-01-03 22:00:00,14913.333333333334,2019-01-03 22:00:00
2019-01-03 22:15:00,14605.0,2019-01-03 22:15:00
2019-01-03 22:30:00,15743.166666666666,2019-01-03 22:30:00
2019-01-03 22:45:00,14908.666666666666,2019-01-03 22:45:00
2019-01-03 23:00:00,15102.666666666666,2019-01-03 23:00:00
2019-01-03 23:15:00,15172.5,2019-01-03 23:15:00
2019-01-03 23:30:00,15522.166666666666,2019-01-03 23:30:00
2019-01-03 23:45:00,15560.5,2019-01-03 23:45:00
2019-01-04 00:00:00,15592.333333333334,2019-01-04 00:00:00
2019-01-04 00:15:00,14987.333333333334,2019-01-04 00:15:00
2019-01-04 00:30:00,15123.166666666666,2019-01-04 00:30:00
2019-01-04 00:45:00,15145.833333333334,2019-01-04 00:45:00
2019-01-04 01:00:00,15213.5,2019-01-04 01:00:00
2019-01-04 01:15:00,15459.166666666666,2019-01-04 01:15:00
2019-01-04 01:30:00,15252.666666666666,2019-01-04 01:30:00
2019-01-04 01:45:00,15318.0,2019-01-04 01:45:00
2019-01-04 02:00:00,15527.5,2019-01-04 02:00:00
2019-01-04 02:15:00,15410.0,2019-01-04 02:15:00
2019-01-04 02:30:00,15281.333333333334,2019-01-04 02:30:00
2019-01-04 02:45:00,14955.5,2019-01-04 02:45:00
2019-01-04 03:00:00,15649.666666666666,2019-01-04 03:00:00
2019-01-04 03:15:00,15411.5,2019-01-04 03:15:00
2019-01-04 03:30:00,15491.666666666666,2019-01-04 03:30:00
2019-01-04 03:45:00,15450.166666666666,2019-01-04 03:45:00
2019-01-04 04:00:00,15393.833333333334,2019-01-04 04:00:00
2019-01-04 04:15:00,15632.0,2019-01-04 04:15:00
2019-01-04 04:30:00,15733.833333333334,2019-01-04 04:30:00
2019-01-04 04:45:00,15081.833333333334,2019-01-04 04:45:00
2019-01-04 05:00:00,15523.166666666666,2019-01-04 05:00:00
2019-01-04 05:15:00,15211.5,2019-01-04 05:15:00
2019-01-04 05:30:00,15272.5,2019-01-04 05:30:00
2019-01-04 05:45:00,15911.666666666666,2019-01-04 05:45:00
2019-01-04 06:00:00,15367.833333333334,2019-01-04 06:00:00
2019-01-04 06:15:00,15145.833333333334,2019-01-04 06:15:00
2019-01-04 06:30:00,15425.333333333334,2019-01-04 06:30:00
2019-01-04 06:45:00,15468.333333333334,2019-01-04 06:45:00
2019-01-04 07:00:00,15396.666666666666,2019-01-04 07:00:00
2019-01-04 07:15:00,15140.0,2019-01-04 07:15:00
2019-01-04 07:30:00,15375.0,2019-01-04 07:30:00
2019-01-04 07:45:00,15302.166666666666,2019-01-04 07:45:00
2019-01-04 08:00:00,15045.833333333334,2019-01-04 08:00:00
2019-01-04 08:15:00,15123.833333333334,2019-01-04 08:15:00
2019-01-04 08:30:00,15314.333333333334,2019-01-04 08:30:00
2019-01-04 08:45:00,15001.5,2019-01-04 08:45:00
2019-01-04 09:00:00,15203.5,2019-01-04 09:00:00
2019-01-04 09:15:00,15189.0,2019-01-04 09:15:00
2019-01-04 09:30:00,15814.5,2019-01-04 09:30:00
2019-01-04 09:45:00,15110.5,2019-01-04 09:45:00
2019-01-04 10:00:00,15003.666666666666,2019-01-04 10:00:00
2019-01-04 10:15:00,15482.5,2019-01-04 10:15:00
2019-01-04 10:30:00,15364.0,2019-01-04 10:30:00
2019-01-04 10:45:00,15171.333333333334,2019-01-04 10:45:00
2019-01-04 11:00:00,15375.333333333334,2019-01-04 11:00:00
2019-01-04 11:15:00,14860.166666666666,2019-01-04 11:15:00
2019-01-04 11:30:00,15265.166666666666,2019-01-04 11:30:00
2019-01-04 11:45:00,15725.166666666666,2019-01-04 11:45:00
2019-01-04 12:00:00,15420.166666666666,2019-01-04 12:00:00
2019-01-04 12:15:00,15246.833333333334,2019-01-04 12:15:00
2019-01-04 12:30:00,15891.833333333334,2019-01-04 12:30:00
2019-01-04 12:45:00,15449.833333333334,2019-01-04 12:45:00
2019-01-04 13:00:00,14960.333333333334,2019-01-04 13:00:00
2019-01-04 13:15:00,15446.833333333334,2019-01-04 13:15:00
2019-01-04 13:30:00,15518.0,2019-01-04 13:30:00
2019-01-04 13:45:00,15394.0,2019-01-04 13:45:00
2019-01-04 14:00:00,15259.833333333334,2019-01-04 14:00:00
2019-01-04 14:15:00,15596.166666666666,2019-01-04 14:15:00
2019-01-04 14:30:00,15262.666666666666,2019-01-04 14:30:00
2019-01-04 14:45:00,15065.833333333334,2019-01-04 14:45:00
2019-01-04 15:00:00,15543.166666666666,2019-01-04 15:00:00
2019-01-04 15:15:00,15308.0,2019-01-04 15:15:00
2019-01-04 15:30:00,15611.5,2019-01-04 15:30:00
2019-01-04 15:45:00,15186.833333333334,2019-01-04 15:45:00
2019-01-04 16:00:00,15165.166666666666,2019-01-04 16:00:00
2019-01-04 16:15:00,15781.333333333334,2019-01-04 16:15:00
2019-01-04 16:30:00,15219.5,2019-01-04 16:30:00
2019-01-04 16:45:00,15137.333333333334,2019-01-04 16:45:00
2019-01-04 17:00:00,15135.833333333334,2019-01-04 17:00:00
2019-01-04 17:15:00,15546.166666666666,2019-01-04 17:15:00
2019-01-04 17:30:00,15567.166666666666,2019-01-04 17:30:00
2019-01-04 17:45:00,15497.666666666666,2019-01-04 17:45:00
2019-01-04 18:00:00,15494.666666666666,2019-01-04 18:00:00
2019-01-04 18:15:00,15371.333333333334,2019-01-04 18:15:00
2019-01-04 18:30:00,15222.5,2019-01-04 18:30:00
2019-01-04 18:45:00,15312.0,2019-01-04 18:45:00
2019-01-04 19:00:00,15325.666666666666,2019-01-04 19:00:00
2019-01-04 19:15:00,15324.5,2019-01-04 19:15:00
2019-01-04 19:30:00,15420.333333333334,2019-01-04 19:30:00
2019-01-04 19:45:00,15074.0,2019-01-04 19:45:00
2019-01-04 20:00:00,15318.0,2019-01-04 20:00:00
2019-01-04 20:15:00,15476.666666666666,2019-01-04 20:15:00
2019-01-04 20:30:00,15231.166666666666,2019-01-04 20:30:00
2019-01-04 20:45:00,15162.833333333334,2019-01-04 20:45:00
2019-01-04 21:00:00,15015.333333333334,2019-01-04 21:00:00
2019-01-04 21:15:00,15381.0,2019-01-04 21:15:00
2019-01-04 21:30:00,15212.5,2019-01-04 21:30:00
2019-01-04 21:45:00,15833.833333333334,2019-01-04 21:45:00
2019-01-04 22:00:00,15407.166666666666,2019-01-04 22:00:00
2019-01-04 22:15:00,15184.0,2019-01-04 22:15:00
2019-01-04 22:30:00,15195.666666666666,2019-01-04 22:30:00
2019-01-04 22:45:00,15697.666666666666,2019-01-04 22:45:00
2019-01-04 23:00:00,15518.833333333334,2019-01-04 23:00:00
2019-01-04 23:15:00,15414.833333333334,2019-01-04 23:15:00
2019-01-04 23:30:00,15346.166666666666,2019-01-04 23:30:00
2019-01-04 23:45:00,15222.833333333334,2019-01-04 23:45:00
2019-01-05 00:00:00,15556.333333333334,2019-01-05 00:00:00
2019-01-05 00:15:00,15341.833333333334,2019-01-05 00:15:00
2019-01-05 00:30:00,15145.5,2019-01-05 00:30:00
2019-01-05 00:45:00,15261.666666666666,2019-01-05 00:45:00
2019-01-05 01:00:00,15746.166666666666,2019-01-05 01:00:00
2019-01-05 01:15:00,15143.666666666666,2019-01-05 01:15:00
2019-01-05 01:30:00,15198.166666666666,2019-01-05 01:30:00
2019-01-05 01:45:00,15272.5,2019-01-05 01:45:00
2019-01-05 02:00:00,15295.166666666666,2019-01-05 02:00:00
2019-01-05 02:15:00,15096.333333333334,2019-01-05 02:15:00
2019-01-05 02:30:00,15314.0,2019-01-05 02:30:00
2019-01-05 02:45:00,15536.166666666666,2019-01-05 02:45:00
2019-01-05 03:00:00,14782.666666666666,2019-01-05 03:00:00
2019-01-05 03:15:00,15000.833333333334,2019-01-05 03:15:00
2019-01-05 03:30:00,15313.666666666666,2019-01-05 03:30:00
2019-01-05 03:45:00,15453.833333333334,2019-01-05 03:45:00
2019-01-05 04:00:00,14884.666666666666,2019-01-05 04:00:00
2019-01-05 04:15:00,15523.166666666666,2019-01-05 04:15:00
2019-01-05 04:30:00,15450.333333333334,2019-01-05 04:30:00
2019-01-05 04:45:00,15747.333333333334,2019-01-05 04:45:00
2019-01-05 05:00:00,15334.166666666666,2019-01-05 05:00:00
2019-01-05 05:15:00,15265.666666666666,2019-01-05 05:15:00
2019-01-05 05:30:00,15161.666666666666,2019-01-05 05:30:00
2019-01-05 05:45:00,15081.833333333334,2019-01-05 05:45:00
2019-01-05 06:00:00,15610.333333333334,2019-01-05 06:00:00
2019-01-05 06:15:00,15057.833333333334,2019-01-05 06:15:00
2019-01-05 06:30:00,15085.5,2019-01-05 06:30:00
2019-01-05 06:45:00,15351.333333333334,2019-01-05 06:45:00
2019-01-05 07:00:00,15461.0,2019-01-05 07:00:00
2019-01-05 07:15:00,14942.0,2019-01-05 07:15:00
2019-01-05 07:30:00,15222.666666666666,2019-01-05 07:30:00
2019-01-05 07:45:00,15472.0,2019-01-05 07:45:00
2019-01-05 08:00:00,15388.833333333334,2019-01-05 08:00:00
2019-01-05 08:15:00,15707.666666666666,2019-01-05 08:15:00
2019-01-05 08:30:00,15286.333333333334,2019-01-05 08:30:00
2019-01-05 08:45:00,15390.666666666666,2019-01-05 08:45:00
2019-01-05 09:00:00,15098.166666666666,2019-01-05 09:00:00
2019-01-05 09:15:00,14890.166666666666,2019-01-05 09:15:00
2019-01-05 09:30:00,15269.5,2019-01-05 09:30:00
